id,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],Country Name,Series Code,Series Name
115318,,,,,,,,,,,,,,,,,,,,63,62.5,61.59999847,61.90000153,61,60.5,59.29999924,59.90000153,59.29999924,58.09999847,58.70000076,58.29999924,58.59999847,58.90000153,58.5,56.59999847,55.09999847,India,SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)"
115320,,,,,,,,,,,,,,,,,,,,46.20000076,45.70000076,45,45.29999924,44.40000153,43.90000153,42.90000153,43.20000076,42.59999847,41.59999847,42.20000076,42,42.29999924,42.70000076,42.40000153,40.59999847,39.20000076,India,SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)"
115322,8.909525815,9.418719813,8.665330604,6.795062214,8.222502482,8.449695565,7.026768705,9.547903755,8.911266261,7.394517044,6.212854533,4.585535762,3.735482012,6.036741765,4.966116109,5.601191966,5.678785248,7.261037185,7.869987482,8.473908099,10.63123883,11.58650761,11.80695489,12.62390141,13.71893378,14.34713703,16.65205465,19.82829834,19.8620072,19.37430416,19.65762177,19.02622357,21.03845161,21.41892542,22.42074381,23.78526045,India,EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)"
115323,145862.106,148982.316,156525.893,165652.696,169843.514,174143.393,177541.583,180834.349,186872.69,200048.86,210683.407,221459.562,233159.094,239406.879,251182.059,259229.068,272977.496,281492.909,291815.571,301566.903,306200.264,309855.966,321067.025,335773.05,342259.315,353067.096,351942.917,359444.218,366389.463,374507.365,383666.756,396372.486,409940.609,423856.962,440015.95,460839.657,India,EG.EGY.PROD.KT.OE,Energy production (kt of oil equivalent)
115324,,,,,,,,,,,,,,,,,,,13.09046357,,,,,,,,,,14.61795097,,,,,16.00051463,,,India,EN.ATM.METH.EG.ZS,Energy related methane emissions (% of total)
115325,275.7044822,276.8017035,281.8675708,285.63209,290.5712284,291.7714663,286.1512465,292.6987699,293.5116783,302.0852102,307.1185725,310.3034373,316.7137926,325.9253692,330.8224646,336.3969686,347.0868147,356.5204819,364.5374763,371.7355873,379.1156282,380.4792547,387.9261418,402.0538094,407.6252404,416.1772757,419.0115635,437.401534,438.659674,438.4151587,443.519241,447.5344208,467.4524147,478.5442786,496.0970563,521.665059,India,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita)
115326,,,,,,,,,,,,,,,,,,,201.1394318,207.0441517,204.1098893,199.3096337,194.1114447,190.4731039,182.8149722,182.576977,176.1356228,171.8180438,168.7306812,163.5369312,161.9662242,153.9260502,151.2671244,143.8072348,138.3965394,134.3710086,India,EG.USE.COMM.GD.PP.KD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)"
115327,160128.825,164473.626,171376.208,177729.528,185060.084,190216.072,190959.893,199922.784,205154.559,216022.695,224639.961,232102.715,242206.681,254787.758,264307.896,274610.531,289412.617,303532.518,316743.223,329487.359,342625.611,350462.308,364050.277,384284.782,396679.515,412206.999,422257.46,448343.007,457198.203,464501.25,477539.705,489507.225,519164.856,539388.096,567182.481,604659.492,India,EG.USE.COMM.KT.OE,Energy use (kt of oil equivalent)
115328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,46.4,,India,SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months)
115329,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83843,14.40171,13.3116,,10.98533,,,,,India,SE.XPD.PRIM.PC.ZS,"Expenditure per student, primary (% of GDP per capita)"
115330,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.63942,24.58912,23.21726,,19.65584,17.73541,16.68555,16.17595,,India,SE.XPD.SECO.PC.ZS,"Expenditure per student, secondary (% of GDP per capita)"
115331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.01622,,,67.99827,60.84542,57.78964,54.97967,,India,SE.XPD.TERT.PC.ZS,"Expenditure per student, tertiary (% of GDP per capita)"
115332,,,,,,,,,,,,,,,,,,,15.2173514,15.07461697,14.85594818,14.88408688,14.35162254,14.00020495,13.83803386,14.34589922,14.15931919,14.54889505,15.14480908,15.27770148,15.77628063,15.30911872,14.87266211,14.92236576,15.04773577,14.98731855,India,GC.XPN.TOTL.GD.ZS,Expense (% of GDP)
115333,,,,,,,,,,,,,,,,,,,8.9206E+11,1.01584E+12,1.15066E+12,1.3267E+12,1.50059E+12,1.71744E+12,1.964E+12,2.25574E+12,2.55346E+12,2.94343E+12,3.29765E+12,3.59919E+12,4.00138E+12,4.35009E+12,4.82203E+12,5.51138E+12,6.46256E+12,7.47431E+12,India,GC.XPN.TOTL.CN,Expense (current LCU)
115334,,,,,,,,,20.2588056,19.57394294,22.08125193,21.58539664,22.30180772,21.56609477,22.17818605,26.65900569,31.22632984,37.45106691,42.40065315,41.82891176,46.31388437,50.90126548,59.04250424,72.27585165,78.11620296,82.60660275,78.89936832,84.16066334,100,102.3164611,116.2123961,139.1313684,180.8632988,235.0581534,287.4226332,354.3206235,India,TX.VAL.MRCH.XD.WD,Export value index (2000 = 100)
115335,,,,,,,,,21.1029225,21.50982741,23.49069354,22.96318792,23.23104971,22.00621915,22.63080209,26.92828858,26.02194153,30.44802188,35.04186211,35.75120663,39.58451656,45.44755846,51.79167039,66.92208486,75.84097375,70.60393398,73.73772741,83.32738945,100,108.470077,126.5100622,133.9127871,155.4649843,180.3630565,209.5069854,224.3529561,India,TX.QTY.MRCH.XD.WD,Export volume index (2000 = 100)
115336,4.11002E+11,3.64492E+11,2.86375E+11,3.07065E+11,4.02728E+11,4.78037E+11,4.49935E+11,4.62779E+11,4.25355E+11,4.88072E+11,5.35742E+11,6.61129E+11,6.1966E+11,5.96287E+11,7.51595E+11,8.02027E+11,8.82975E+11,9.58317E+11,9.60377E+11,1.15122E+12,1.28568E+12,1.66583E+12,1.97841E+12,2.356E+12,2.29263E+12,2.58555E+12,3.02926E+12,3.19658E+12,3.64697E+12,3.75417E+12,4.20887E+12,4.89441E+12,5.69051E+12,7.26496E+12,8.76751E+12,9.28521E+12,India,NY.EXP.CAPM.KN,Exports as a capacity to import (constant LCU)
115337,3.958076733,4.136226464,4.748054684,5.549736792,6.571272886,6.273159827,6.20599118,6.633310236,6.033737872,5.833721048,5.880179531,5.737019691,6.175108918,5.16399437,5.106666391,5.50798767,5.931204614,6.895209448,6.93178793,8.347845164,8.690521821,9.664727766,9.717666838,10.65707561,10.2061841,10.50646612,10.82856928,11.25469183,12.77323297,12.34193985,14.01854169,14.6902912,17.55132848,19.28014883,21.0694752,20.43089434,India,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP)
115338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54582E+11,1.93316E+11,2.40082E+11,India,BX.GSR.GNFS.CD,"Exports of goods and services (BoP, current US$)"
115339,8.237854445,4.963455874,8.199797299,16.44883832,19.81883692,-3.567356247,7.803030303,11.154191,5.237329689,-0.816934053,6.020508022,-0.914918274,7.297851957,-6.314910876,5.432381019,12.72727851,7.473063356,11.9791334,11.10441821,9.662286327,4.893244257,13.77959376,13.04366509,31.3960731,6.289730438,-2.32817624,13.88432184,17.99946948,18.15351103,4.309524518,21.08500282,9.58221992,27.17641182,26.0737614,20.35546622,5.926048602,India,NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth)
115340,7051959985,7401980908,8008928338,9326304012,11174668994,10776028742,11616885530,12912655130,13588933451,13477920826,14289360131,14158624164,15191899594,14232544675,15005710730,16915529327,18179637551,20357400585,22617971483,24803384650,26017074844,29602122067,33463323727,43969493305,46735055909,45646981441,51984755254,61341735410,72477414111,75600846042,91541286558,1.00313E+11,1.27574E+11,1.60838E+11,1.93577E+11,2.05049E+11,India,NE.EXP.GNFS.KD,Exports of goods and services (constant 2005 US$)
115341,3.14556E+11,3.30168E+11,3.57242E+11,4.16004E+11,4.98451E+11,4.80669E+11,5.18176E+11,5.75974E+11,6.0614E+11,6.01188E+11,6.37383E+11,6.31551E+11,6.77641E+11,6.34848E+11,6.69336E+11,7.54524E+11,8.1091E+11,9.0805E+11,1.00888E+12,1.10637E+12,1.1605E+12,1.32041E+12,1.49265E+12,1.96128E+12,2.08464E+12,2.0361E+12,2.3188E+12,2.73617E+12,3.23288E+12,3.37221E+12,4.08324E+12,4.4745E+12,5.69051E+12,7.17424E+12,8.63459E+12,9.14628E+12,India,NE.EXP.GNFS.KN,Exports of goods and services (constant LCU)
115342,22250000000,28300000000,38350000000,48120000000,61390000000,66400000000,71150000000,83400000000,90290000000,1.0256E+11,1.1563E+11,1.3139E+11,1.5846E+11,1.4951E+11,1.6543E+11,2.0281E+11,2.5913E+11,3.4609E+11,4.0635E+11,5.6254E+11,6.7312E+11,8.6147E+11,1.01607E+12,1.30733E+12,1.44854E+12,1.65203E+12,1.9528E+12,2.27697E+12,2.78126E+12,2.90757E+12,3.55556E+12,4.17425E+12,5.69051E+12,7.12087E+12,9.04872E+12,1.01891E+13,India,NE.EXP.GNFS.CN,Exports of goods and services (current LCU)
115343,2878178663,3599135190,4808425716,5560809314,6868170800,7754744526,8670308914,10326361732,11439612302,11485632693,12009347412,12741363287,13330716058,12217447855,12937864154,15638662914,17899838821,20770696528,22639774912,22943413669,25486028725,27466549053,32361236076,39068801411,40802985845,44459206100,46426519477,52544451068,60878396866,60963546808,73452751290,90838365704,1.26648E+11,1.60838E+11,1.99974E+11,2.53078E+11,India,NE.EXP.GNFS.CD,Exports of goods and services (current US$)
115344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60228E+11,2.01515E+11,2.52732E+11,India,BX.GSR.TOTL.CD,"Exports of goods, services and primary income (BoP, current US$)"
115345,0.313088317,-0.505701186,-1.168751922,-0.982621726,0.561967465,0.116204617,-0.268650075,-1.395063088,-3.051952692,-2.589794455,-2.122112703,-1.980601364,-1.417710857,-2.34971933,-1.795343754,-1.351943327,-1.395537164,-1.116295141,-1.375440041,0.000741978,-0.734366653,0.016603941,-0.296770106,-1.159184102,-1.139171749,-1.216616507,-1.633878502,-1.878525246,-0.890827898,-0.861389358,-0.963006898,-0.684602586,-1.754790489,-2.744892419,-3.158842592,-4.014403738,India,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP)
115346,-63936084411,-78886821149,373930582.4,54570027559,1.30164E+11,11487494895,48763681310,15867637094,-34365505221,-1.03556E+11,-91704740265,-2.5782E+11,-84283015180,-2.32761E+11,-3.46496E+11,-2.44361E+11,-2.79818E+11,-2.05412E+11,-1.42056E+11,-44749638733,-2.33821E+11,-3.42556E+11,-5.46184E+11,-6.5099E+11,-4.63892E+11,-8.4885E+11,-1.16754E+12,-9.93946E+11,-6.68437E+11,-6.43979E+11,-4.14764E+11,-6.47998E+11,-5.6894E+11,-1.12502E+12,-1.44739E+12,-1.96335E+12,India,NE.RSB.GNFS.KN,External balance on goods and services (constant LCU)
115347,1760000000,-3460000000,-9440000000,-8520000000,5250000000,1230000000,-3080000000,-17540000000,-45670000000,-45530000000,-41730000000,-45360000000,-36380000000,-68030000000,-58160000000,-49780000000,-60970000000,-56030000000,-80630000000,50000000,-56880000000,1480000000,-31030000000,-1.422E+11,-1.6168E+11,-1.913E+11,-2.9465E+11,-3.8005E+11,-1.9397E+11,-2.0293E+11,-2.4425E+11,-1.9453E+11,-5.6894E+11,-1.01379E+12,-1.35663E+12,-2.00202E+12,India,NE.RSB.GNFS.CN,External balance on goods and services (current LCU)
115348,227667166.1,-440035609.8,-1183612484,-984582197.8,587357822.1,143649635,-375327497.6,-2171755213,-5786322891,-5098877306,-4334083434,-4398723181,-3060529157,-5559179838,-4548547296,-3838531827,-4211604881,-3362657478,-4492297406,2039269.534,-2153620920,47187357.19,-988287377.3,-4249564808,-4554259290,-5148239516,-7005107519,-8770215957,-4245767257,-4254870065,-5045853397,-4233284370,-12662315623,-22898304670,-29981104764,-49726426951,India,NE.RSB.GNFS.CD,External balance on goods and services (current US$)
115349,13.86677455,12.66248875,12.58286247,13.88694878,14.00044397,12.54845154,11.97508392,11.83961874,11.09658547,11.77704347,13.66073043,14.42284132,15.8314586,17.25854193,18.68609889,19.92913961,20.64344561,25.50125919,26.56956796,32.08487518,31.04058369,33.19349934,30.29007075,26.24971677,23.96109433,22.56898167,23.23101793,21.71585784,21.53013038,20.38201886,20.36035453,19.39180887,17.2541906,14.63151341,16.93886591,16.54155644,India,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI)
115350,,,,246.1204456,219.1153914,197.3988128,196.2209574,176.9542177,170.9899872,190.0023263,217.8291743,235.6000459,244.3197132,303.7174809,336.417235,357.9102674,347.8007955,366.3366066,366.8985534,373.5767656,353.9705985,338.4032129,307.6088149,240.9529401,223.9155059,204.5536883,207.6270331,187.7153757,161.9309309,151.5506983,143.266674,134.6588419,102.2619624,75.63939743,79.16290809,80.74073656,India,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)"
115351,8362461000,9266193000,10318475000,11301692000,12395844000,13525445000,14537786000,15084650000,15692417000,15712690000,16420807000,16818829000,17173281000,19505024000,21418820000,25098927000,25335105000,35735578000,40031779000,39198355000,40542468000,41873335000,44868383000,43650891000,41817405000,39116603000,40993435000,45331041000,38500614000,36993051000,39884001000,43344935000,44256636000,40700897000,42525327000,44554028000,India,DT.DOD.ALLC.CD,"External debt stocks, concessional (DOD, current US$)"
115352,9679275000,10513123000,11651427000,12583210000,13625442000,14894018000,16056468000,17755677000,18802016000,19971594000,21888508000,23925270000,25908475000,31609270000,37595216000,46395170000,52622511000,66858019000,74346105000,76195804000,78601264000,84528200000,91310342000,87709092000,86823142000,88983878000,94147070000,95168748000,96780889000,95901035000,1.00723E+11,1.11545E+11,1.15723E+11,1.11406E+11,1.33404E+11,1.66888E+11,India,DT.DOD.DLXF.CD,"External debt stocks, long-term (DOD, current US$)"
115353,427030000,458918000,577558000,599841000,636238000,649675000,743925000,743790000,752560000,1302067000,1477001000,1637497000,1787003000,1965285000,1918825000,2208595000,2045733000,2122610000,2029320000,2071285000,1722507000,2292298000,6952551000,7077631000,8034175000,9753757000,8935551000,8441245000,16086345000,17405150000,19097641000,48311311000,51194143000,56826167000,73489320000,97096776000,India,DT.DOD.PRVS.CD,"External debt stocks, long-term private sector (DOD, current US$)"
115354,9252245000,10054205000,11073869000,11983369000,12989204000,14244343000,15312543000,17011887000,18049456000,18669527000,20411507000,22287773000,24121472000,29643985000,35676391000,44186575000,50576778000,64735409000,72316785000,74124519000,76878757000,82235902000,84357791000,80631461000,78788967000,79230121000,85211519000,86727503000,80694544000,78495885000,81624907000,63234113000,64528475000,54579732000,59914451000,69791338000,India,DT.DOD.PUBS.CD,"External debt stocks, long-term public sector (DOD, current US$)"
115355,100000000,139100000,267000000,277000000,295000000,295000000,348000000,335000000,336000000,873000000,1029000000,1185000000,1341000000,1497000000,1388123000,1652372000,1473113000,1551000000,1488016000,1545370000,1204960000,1769970000,6426520000,6618200000,7382036000,9208043000,8409214000,7943879000,15586000000,16924112000,18670394000,47872860000,50843133000,56679772000,73360730000,96980458000,India,DT.DOD.DPNG.CD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)"
115356,9579275000,10374023000,11384427000,12306210000,13330442000,14599018000,15708468000,17420677000,18466016000,19098594000,20859508000,22740270000,24567475000,30112270000,36207093000,44742798000,51149398000,65307019000,72858089000,74650434000,77396304000,82758230000,84883822000,81090892000,79441106000,79775835000,85737856000,87224869000,81194889000,78976923000,82052154000,63672564000,64879485000,54726127000,60043041000,69907656000,India,DT.DOD.DPPG.CD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)"
115357,350000000,378000000,437000000,473000000,499000000,432000000,651000000,698000000,1271000000,1597000000,2397000000,3338000000,3672000000,4358000000,4946000000,5673000000,6358000000,7501000000,8544000000,7070000000,6340000000,3626000000,4264000000,5049000000,6726000000,5046000000,4329000000,3933000000,3462000000,2742000000,4093000000,6327001000,6864000000,8816000000,25097000000,36093000000,India,DT.DOD.DSTC.CD,"External debt stocks, short-term (DOD, current US$)"
115358,10029275000,10965920000,12696942000,13873733000,14596505000,15477978000,16707468000,18453677000,21086978000,23192328000,27809954000,31899698000,33987018000,40630296000,47077907000,56181733000,61658930000,75941284000,85661435000,86864154000,89661738000,93055389000,99608172000,95173606000,94910351000,94700961000,98774220000,1.00063E+11,1.0113E+11,99499082000,1.05742E+11,1.18885E+11,1.23644E+11,1.21195E+11,1.59526E+11,2.04058E+11,India,DT.DOD.DECT.CD,"External debt stocks, total (DOD, current US$)"
115359,100000000,139100000,267000000,277000000,295000000,388364000,467473000,490977000,790412000,1482065000,1800189000,2201689000,2933344000,3736750000,4901559000,7322365000,9191218000,11026360000,12229282000,13448266000,13952511000,15815599000,21632755000,21078412000,22911079000,24583351000,24818835000,24973096000,33404034000,33318012000,30806101000,59935327000,63466455000,68611564000,88136075000,1.18896E+11,India,DT.DOD.VTOT.CD,"External debt stocks, variable rate (DOD, current US$)"
115360,,,,,,,,,,,,,,,,,,,,,,,,1.313911769,0.238361136,1.598842642,1.609853531,1.294566264,0.547708797,2.348944847,0.271049322,2.288982841,2.087838377,1.369152179,1.295476596,1.370693896,India,SH.XPD.EXTR.ZS,External resources for health (% of total expenditure on health)
115361,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,10.3,,,,,,,14.4,,India,SP.HOU.FEMA.ZS,Female headed households (% of households with a female head)
115362,,,,,,,,,,,,,,,,,,,,,,,15.43115278,,,,,,13.95474336,,,,,15.21680925,,,India,SG.GEN.LSOM.ZS,"Female legislators, senior officials and managers (% of total)"
115363,5.323,5.238,5.156,5.077,5,4.922,4.843,4.762,4.679,4.597,4.515,4.436,4.358,4.281,4.203,4.125,4.044,3.961,3.878,3.793,3.709,3.628,3.549,3.473,3.402,3.334,3.269,3.207,3.145,3.083,3.018,2.952,2.884,2.817,2.753,2.694,India,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)"
115364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.401275,119.9610551,121.4863244,132.8960089,152.5510538,172.230339,India,AG.CON.FERT.PT.ZS,Fertilizer consumption (% of fertilizer production)
115365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6414584,105.1337816,115.4385074,127.7997463,136.3540764,142.7611446,India,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land)
115366,1.3044E+11,1.33229E+11,1.32547E+11,1.40683E+11,1.44408E+11,1.5533E+11,1.65064E+11,1.63062E+11,1.76812E+11,1.8447E+11,1.88313E+11,2.02093E+11,2.09127E+11,2.19671E+11,2.28572E+11,2.3805E+11,2.52624E+11,2.6531E+11,2.76717E+11,2.8169E+11,2.89328E+11,3.02608E+11,3.15684E+11,3.35719E+11,3.6021E+11,3.75412E+11,4.03215E+11,4.31542E+11,4.44841E+11,4.68591E+11,4.79668E+11,5.05649E+11,5.30845E+11,5.7694E+11,6.21602E+11,6.79977E+11,India,NE.CON.TOTL.KD,Final consumption expenditure (constant 2005 US$)
115367,5.58285E+12,5.70221E+12,5.67305E+12,6.02124E+12,6.18069E+12,6.64818E+12,7.06477E+12,6.97908E+12,7.56758E+12,7.89534E+12,8.05982E+12,8.64964E+12,8.95068E+12,9.40195E+12,9.78292E+12,1.01886E+13,1.08124E+13,1.13553E+13,1.18435E+13,1.20564E+13,1.23833E+13,1.29517E+13,1.35114E+13,1.43688E+13,1.54171E+13,1.60677E+13,1.72577E+13,1.84701E+13,1.90393E+13,2.00558E+13,2.05299E+13,2.16419E+13,2.27203E+13,2.46932E+13,2.66047E+13,2.91032E+13,India,NE.CON.TOTL.KN,Final consumption expenditure (constant LCU)
115368,5.125E+11,6.11802E+11,7.41333E+11,7.69592E+11,8.06265E+11,9.20325E+11,1.00323E+12,1.09664E+12,1.33247E+12,1.53461E+12,1.70795E+12,1.99645E+12,2.21964E+12,2.47411E+12,2.79531E+12,3.12809E+12,3.63777E+12,4.07804E+12,4.68054E+12,5.36193E+12,6.04964E+12,6.94374E+12,8.01826E+12,9.27898E+12,1.08272E+13,1.2008E+13,1.39202E+13,1.57141E+13,1.68006E+13,1.82286E+13,1.92187E+13,2.09609E+13,2.27203E+13,2.55432E+13,2.92014E+13,3.35375E+13,India,NE.CON.TOTL.CN,Final consumption expenditure (current LCU)
115369,66295180966,77807681750,92950375816,88935087587,90203032925,1.07483E+11,1.22253E+11,1.35782E+11,1.68823E+11,1.7186E+11,1.77388E+11,1.93603E+11,1.86731E+11,2.02176E+11,2.18614E+11,2.41207E+11,2.51285E+11,2.44745E+11,2.60776E+11,2.18689E+11,2.29055E+11,2.2139E+11,2.55377E+11,2.77297E+11,3.04984E+11,3.23159E+11,3.30943E+11,3.62625E+11,3.67745E+11,3.82203E+11,3.9703E+11,4.56142E+11,5.05662E+11,5.7694E+11,6.45343E+11,8.33009E+11,India,NE.CON.TOTL.CD,Final consumption expenditure (current US$)
115370,83.87136089,83.97008224,82.58606019,82.50839796,81.30626644,81.72411669,80.26209176,80.43323456,85.00716534,80.74558602,80.07434237,81.98577286,79.87960284,78.87866861,78.33232258,78.74993442,77.55448916,77.20707995,76.46664911,77.50793902,76.49201003,78.69703755,77.1028351,75.10584644,79.08177591,76.70335205,78.11988932,75.05464588,76.77608106,75.28857434,75.99472231,74.54643078,69.30065081,68.46525706,67.28715514,65.9802181,India,NE.CON.TETC.ZS,"Final consumption expenditure, etc. (% of GDP)"
115371,-0.833406751,3.070618365,-1.632563138,13.00582542,-2.219793847,7.738736582,3.886015929,-5.210525451,9.694904547,4.236540468,3.433222568,11.23397627,0.508081033,5.843100325,5.546239005,3.895440546,8.678698212,5.520378106,2.798985972,3.707120379,4.372219199,9.059353256,5.360854692,4.853655029,11.32879755,2.46005984,8.070191965,3.386065951,5.684554047,2.611028871,2.88751812,7.501950235,-1.030797884,8.240612504,7.13169577,7.229807,India,NE.CON.TETC.KD.ZG,"Final consumption expenditure, etc. (annual % growth)"
115372,1.24371E+11,1.2819E+11,1.26098E+11,1.42498E+11,1.39334E+11,1.50117E+11,1.55951E+11,1.47825E+11,1.62156E+11,1.69026E+11,1.74829E+11,1.9447E+11,1.95458E+11,2.06878E+11,2.18352E+11,2.26858E+11,2.46547E+11,2.60157E+11,2.67439E+11,2.77353E+11,2.89479E+11,3.15704E+11,3.32629E+11,3.48773E+11,3.88285E+11,3.97837E+11,4.29943E+11,4.44502E+11,4.6977E+11,4.82035E+11,4.95954E+11,5.3316E+11,5.27665E+11,5.71147E+11,6.1188E+11,6.56118E+11,India,NE.CON.TETC.KD,"Final consumption expenditure, etc. (constant 2005 US$)"
115373,5.29592E+12,5.45853E+12,5.36942E+12,6.06776E+12,5.93306E+12,6.39221E+12,6.64061E+12,6.2946E+12,6.90486E+12,7.19738E+12,7.44448E+12,8.2808E+12,8.32287E+12,8.80918E+12,9.29776E+12,9.65995E+12,1.04983E+13,1.10779E+13,1.13879E+13,1.18101E+13,1.23264E+13,1.34431E+13,1.41638E+13,1.48513E+13,1.65337E+13,1.69405E+13,1.83076E+13,1.89275E+13,2.00035E+13,2.05258E+13,2.11185E+13,2.27027E+13,2.24687E+13,2.43203E+13,2.60547E+13,2.79384E+13,India,NE.CON.TETC.KN,"Final consumption expenditure, etc. (constant LCU)"
115374,4.71476E+11,5.74522E+11,6.67047E+11,7.15404E+11,7.59578E+11,8.65032E+11,9.20183E+11,1.01128E+12,1.27206E+12,1.41955E+12,1.57461E+12,1.87765E+12,2.0498E+12,2.28373E+12,2.53757E+12,2.89966E+12,3.3883E+12,3.87524E+12,4.48257E+12,5.22306E+12,5.92465E+12,7.0147E+12,8.0618E+12,9.21342E+12,1.12239E+13,1.20608E+13,1.4088E+13,1.51845E+13,1.67173E+13,1.77368E+13,1.92747E+13,2.11824E+13,2.24687E+13,2.52867E+13,2.88979E+13,3.29049E+13,India,NE.CON.TETC.CN,"Final consumption expenditure, etc. (current LCU)"
115375,60988398562,73066521035,83636133544,82673014059,84979780135,1.01026E+11,1.12133E+11,1.25214E+11,1.61169E+11,1.58975E+11,1.63539E+11,1.82082E+11,1.72443E+11,1.86618E+11,1.98457E+11,2.23592E+11,2.34052E+11,2.32574E+11,2.49746E+11,2.13025E+11,2.24322E+11,2.23652E+11,2.56764E+11,2.75338E+11,3.16159E+11,3.24578E+11,3.34932E+11,3.50405E+11,3.65922E+11,3.71891E+11,3.98188E+11,4.60963E+11,5.00064E+11,5.71147E+11,6.38634E+11,8.17297E+11,India,NE.CON.TETC.CD,"Final consumption expenditure, etc. (current US$)"
115377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,India,IC.TAX.GIFT.ZS,Firms expected to give gifts in meetings with tax officials (% of firms)
115379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,,,,15.9,,India,IC.FRM.TRNG.ZS,Firms offering formal training (% of firms)
115380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.24,,India,IC.FRM.INFM.ZS,Firms that do not report all sales for tax purposes (% of firms)
115381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6,,India,IC.FRM.BNKS.ZS,Firms using banks to finance investment (% of firms)
115382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,India,IC.FRM.FEMO.ZS,Firms with female participation in ownership (% of firms)
115385,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,50000,82409,140362,235000,1348000,2300000,3130000,India,IT.NET.BBND,Fixed broadband Internet subscribers
115386,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.004719203,0.007653809,0.012832666,0.021159236,0.11959435,0.20117392,0.270038204,India,IT.NET.BBND.P2,Fixed broadband Internet subscribers (per 100 people)
115387,29.68253575,33.33653722,32.55607287,37.72970974,31.59936137,32.21496009,28.50866738,30.80389089,28.16665277,30.17757402,26.77107252,23.91611326,23.26780878,25.34597349,24.41084698,19.7211946,16.66693607,16.39118904,15.57771591,16.79722757,16.17991953,16.79386354,15.52747792,18.67904805,18.53989436,17.76174235,17.17451946,14.49321922,12.79001305,13.28184504,12.73220701,11.05751773,10.3883694,8.970116674,8.556245161,9.188044021,India,TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports)
115388,9.59593929,20.07248975,19.68763028,31.84554112,27.48079027,16.43469,13.84690967,8.918821306,8.98622238,8.540796165,,11.65884893,10.17999063,8.414072803,7.041373242,8.439771803,8.049490172,3.50929601,3.238412109,2.699533197,3.815987402,3.126318834,6.032387597,4.30779806,4.711903774,5.621810704,8.934854777,7.22927048,4.662568059,5.81003209,5.893395638,5.91148046,4.731834472,3.670243104,3.042741665,3.420520282,India,TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports)
115389,37.42,40.4,39.12,43.47,43.08,46.63,48.09,45.87,47.75,51.12,50.81,56.9,57.97,59.22,60.2,59.66,65.38,69.08,70.29,71.25,74.25,77.02,79.17,81.2,84.63,85.74,88.13,92.24,91.67,94.81,87.36,96.49,94.68,100.02,105.3,114.62,India,AG.PRD.FOOD.XD,Food production index (2004-2006 = 100)
